# ----------------------------------------
# 1 Master View
# Обзор аудитории
# 20190501-20190522
# ----------------------------------------

Индекс часа,Диапазон дат,Сегмент,Пользователи
000458,01.05.2019 - 22.05.2019,Все пользователи,71
000458,01.05.2019 - 22.05.2019,Новые пользователи,51
000458,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,9
000459,01.05.2019 - 22.05.2019,Все пользователи,78
000459,01.05.2019 - 22.05.2019,Новые пользователи,62
000459,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,12
000460,01.05.2019 - 22.05.2019,Все пользователи,72
000460,01.05.2019 - 22.05.2019,Новые пользователи,58
000460,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,24
000461,01.05.2019 - 22.05.2019,Все пользователи,122
000461,01.05.2019 - 22.05.2019,Новые пользователи,95
000461,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,21
000462,01.05.2019 - 22.05.2019,Все пользователи,124
000462,01.05.2019 - 22.05.2019,Новые пользователи,95
000462,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,29
000463,01.05.2019 - 22.05.2019,Все пользователи,98
000463,01.05.2019 - 22.05.2019,Новые пользователи,62
000463,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,21
000464,01.05.2019 - 22.05.2019,Все пользователи,144
000464,01.05.2019 - 22.05.2019,Новые пользователи,106
000464,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,33
000465,01.05.2019 - 22.05.2019,Все пользователи,128
000465,01.05.2019 - 22.05.2019,Новые пользователи,74
000465,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,24
000466,01.05.2019 - 22.05.2019,Все пользователи,153
000466,01.05.2019 - 22.05.2019,Новые пользователи,97
000466,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,29
000467,01.05.2019 - 22.05.2019,Все пользователи,149
000467,01.05.2019 - 22.05.2019,Новые пользователи,91
000467,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,21
000468,01.05.2019 - 22.05.2019,Все пользователи,127
000468,01.05.2019 - 22.05.2019,Новые пользователи,83
000468,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,31
000469,01.05.2019 - 22.05.2019,Все пользователи,140
000469,01.05.2019 - 22.05.2019,Новые пользователи,92
000469,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,26
000470,01.05.2019 - 22.05.2019,Все пользователи,128
000470,01.05.2019 - 22.05.2019,Новые пользователи,82
000470,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,33
000471,01.05.2019 - 22.05.2019,Все пользователи,109
000471,01.05.2019 - 22.05.2019,Новые пользователи,76
000471,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,19
000472,01.05.2019 - 22.05.2019,Все пользователи,99
000472,01.05.2019 - 22.05.2019,Новые пользователи,67
000472,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,27
000473,01.05.2019 - 22.05.2019,Все пользователи,113
000473,01.05.2019 - 22.05.2019,Новые пользователи,72
000473,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,32
000474,01.05.2019 - 22.05.2019,Все пользователи,136
000474,01.05.2019 - 22.05.2019,Новые пользователи,104
000474,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,32
000475,01.05.2019 - 22.05.2019,Все пользователи,116
000475,01.05.2019 - 22.05.2019,Новые пользователи,78
000475,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,31
000476,01.05.2019 - 22.05.2019,Все пользователи,132
000476,01.05.2019 - 22.05.2019,Новые пользователи,84
000476,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,37
000477,01.05.2019 - 22.05.2019,Все пользователи,78
000477,01.05.2019 - 22.05.2019,Новые пользователи,44
000477,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,22
000478,01.05.2019 - 22.05.2019,Все пользователи,100
000478,01.05.2019 - 22.05.2019,Новые пользователи,78
000478,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,26
000479,01.05.2019 - 22.05.2019,Все пользователи,83
000479,01.05.2019 - 22.05.2019,Новые пользователи,64
000479,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,21
000480,01.05.2019 - 22.05.2019,Все пользователи,88
000480,01.05.2019 - 22.05.2019,Новые пользователи,61
000480,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,20
000481,01.05.2019 - 22.05.2019,Все пользователи,120
000481,01.05.2019 - 22.05.2019,Новые пользователи,90
000481,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,13
000482,01.05.2019 - 22.05.2019,Все пользователи,97
000482,01.05.2019 - 22.05.2019,Новые пользователи,81
000482,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,22
000483,01.05.2019 - 22.05.2019,Все пользователи,110
000483,01.05.2019 - 22.05.2019,Новые пользователи,76
000483,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,20
000484,01.05.2019 - 22.05.2019,Все пользователи,82
000484,01.05.2019 - 22.05.2019,Новые пользователи,74
000484,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,19
000485,01.05.2019 - 22.05.2019,Все пользователи,81
000485,01.05.2019 - 22.05.2019,Новые пользователи,63
000485,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,23
000486,01.05.2019 - 22.05.2019,Все пользователи,126
000486,01.05.2019 - 22.05.2019,Новые пользователи,84
000486,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,30
000487,01.05.2019 - 22.05.2019,Все пользователи,149
000487,01.05.2019 - 22.05.2019,Новые пользователи,113
000487,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,34
000488,01.05.2019 - 22.05.2019,Все пользователи,162
000488,01.05.2019 - 22.05.2019,Новые пользователи,115
000488,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,29
000489,01.05.2019 - 22.05.2019,Все пользователи,140
000489,01.05.2019 - 22.05.2019,Новые пользователи,100
000489,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,29
000490,01.05.2019 - 22.05.2019,Все пользователи,153
000490,01.05.2019 - 22.05.2019,Новые пользователи,102
000490,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,26
000491,01.05.2019 - 22.05.2019,Все пользователи,153
000491,01.05.2019 - 22.05.2019,Новые пользователи,103
000491,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,26
000492,01.05.2019 - 22.05.2019,Все пользователи,149
000492,01.05.2019 - 22.05.2019,Новые пользователи,111
000492,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,38
000493,01.05.2019 - 22.05.2019,Все пользователи,139
000493,01.05.2019 - 22.05.2019,Новые пользователи,94
000493,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,27
000494,01.05.2019 - 22.05.2019,Все пользователи,133
000494,01.05.2019 - 22.05.2019,Новые пользователи,88
000494,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,26
000495,01.05.2019 - 22.05.2019,Все пользователи,124
000495,01.05.2019 - 22.05.2019,Новые пользователи,91
000495,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,32
000496,01.05.2019 - 22.05.2019,Все пользователи,105
000496,01.05.2019 - 22.05.2019,Новые пользователи,66
000496,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,28
000497,01.05.2019 - 22.05.2019,Все пользователи,82
000497,01.05.2019 - 22.05.2019,Новые пользователи,59
000497,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,23
000498,01.05.2019 - 22.05.2019,Все пользователи,97
000498,01.05.2019 - 22.05.2019,Новые пользователи,69
000498,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,28
000499,01.05.2019 - 22.05.2019,Все пользователи,122
000499,01.05.2019 - 22.05.2019,Новые пользователи,89
000499,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,24
000500,01.05.2019 - 22.05.2019,Все пользователи,109
000500,01.05.2019 - 22.05.2019,Новые пользователи,73
000500,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,29
000501,01.05.2019 - 22.05.2019,Все пользователи,72
000501,01.05.2019 - 22.05.2019,Новые пользователи,51
000501,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,17
000502,01.05.2019 - 22.05.2019,Все пользователи,73
000502,01.05.2019 - 22.05.2019,Новые пользователи,53
000502,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,27
000503,01.05.2019 - 22.05.2019,Все пользователи,77
000503,01.05.2019 - 22.05.2019,Новые пользователи,63
000503,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,16
000504,01.05.2019 - 22.05.2019,Все пользователи,92
000504,01.05.2019 - 22.05.2019,Новые пользователи,66
000504,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,17
000505,01.05.2019 - 22.05.2019,Все пользователи,69
000505,01.05.2019 - 22.05.2019,Новые пользователи,53
000505,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,13
000506,01.05.2019 - 22.05.2019,Все пользователи,91
000506,01.05.2019 - 22.05.2019,Новые пользователи,71
000506,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,17
000507,01.05.2019 - 22.05.2019,Все пользователи,66
000507,01.05.2019 - 22.05.2019,Новые пользователи,51
000507,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,22
000508,01.05.2019 - 22.05.2019,Все пользователи,112
000508,01.05.2019 - 22.05.2019,Новые пользователи,93
000508,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,28
000509,01.05.2019 - 22.05.2019,Все пользователи,117
000509,01.05.2019 - 22.05.2019,Новые пользователи,90
000509,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,25
000510,01.05.2019 - 22.05.2019,Все пользователи,116
000510,01.05.2019 - 22.05.2019,Новые пользователи,84
000510,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,24
000511,01.05.2019 - 22.05.2019,Все пользователи,123
000511,01.05.2019 - 22.05.2019,Новые пользователи,90
000511,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,32
000512,01.05.2019 - 22.05.2019,Все пользователи,147
000512,01.05.2019 - 22.05.2019,Новые пользователи,105
000512,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,31
000513,01.05.2019 - 22.05.2019,Все пользователи,167
000513,01.05.2019 - 22.05.2019,Новые пользователи,110
000513,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,28
000514,01.05.2019 - 22.05.2019,Все пользователи,160
000514,01.05.2019 - 22.05.2019,Новые пользователи,108
000514,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,27
000515,01.05.2019 - 22.05.2019,Все пользователи,131
000515,01.05.2019 - 22.05.2019,Новые пользователи,93
000515,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,22
000516,01.05.2019 - 22.05.2019,Все пользователи,119
000516,01.05.2019 - 22.05.2019,Новые пользователи,81
000516,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,28
000517,01.05.2019 - 22.05.2019,Все пользователи,104
000517,01.05.2019 - 22.05.2019,Новые пользователи,68
000517,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,15
000518,01.05.2019 - 22.05.2019,Все пользователи,128
000518,01.05.2019 - 22.05.2019,Новые пользователи,97
000518,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,30
000519,01.05.2019 - 22.05.2019,Все пользователи,136
000519,01.05.2019 - 22.05.2019,Новые пользователи,88
000519,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,33
000520,01.05.2019 - 22.05.2019,Все пользователи,111
000520,01.05.2019 - 22.05.2019,Новые пользователи,73
000520,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,37
000521,01.05.2019 - 22.05.2019,Все пользователи,126
000521,01.05.2019 - 22.05.2019,Новые пользователи,87
000521,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,26
000522,01.05.2019 - 22.05.2019,Все пользователи,116
000522,01.05.2019 - 22.05.2019,Новые пользователи,83
000522,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,36
000523,01.05.2019 - 22.05.2019,Все пользователи,89
000523,01.05.2019 - 22.05.2019,Новые пользователи,58
000523,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,30
000524,01.05.2019 - 22.05.2019,Все пользователи,85
000524,01.05.2019 - 22.05.2019,Новые пользователи,60
000524,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,25
000525,01.05.2019 - 22.05.2019,Все пользователи,67
000525,01.05.2019 - 22.05.2019,Новые пользователи,49
000525,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,24
000526,01.05.2019 - 22.05.2019,Все пользователи,66
000526,01.05.2019 - 22.05.2019,Новые пользователи,45
000526,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,20
000527,01.05.2019 - 22.05.2019,Все пользователи,92
000527,01.05.2019 - 22.05.2019,Новые пользователи,69
000527,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,17
,01.05.2019 - 22.05.2019,Все пользователи,54 376
,01.05.2019 - 22.05.2019,Новые пользователи,38 713
,01.05.2019 - 22.05.2019,Трафик с мобильных устройств,14 599
